"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,956489646,"MAPshankBOI (3/4)",0,351.75,"F Serge Ibaka SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Chris Paul UTIL Dwight Howard G Nicolas Batum SF Michael Kidd-Gilchrist",NA,"James Harden","SG","60.29%",42
2,956566338,"A_BrU1n (1/20)",0,350.75,"PF Serge Ibaka G DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Jonas Valanciunas SF T.J. Warren PG Chris Paul C Dwight Howard",NA,"DeMar DeRozan","G","55.17%",51.25
3,956247991,"jyobe21 (5/11)",0,345.75,"PG Kyle Lowry SF DeMar DeRozan F Greg Monroe G Troy Daniels PF Alex Len SG Chris Paul C Dwight Howard UTIL Michael Kidd-Gilchrist",NA,"Serge Ibaka","PF","50.25%",43.75
3,956772781,"RobW0621 (2/2)",0,345.75,"PF Greg Monroe G Troy Daniels C Jonas Valanciunas F Alex Len SG Chris Paul UTIL Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"Chris Paul","PG","47.20%",62.75
5,956566342,"A_BrU1n (5/20)",0,345,"UTIL Serge Ibaka G DeMar DeRozan PF Greg Monroe SG Troy Daniels F Alex Len SF T.J. Warren PG Chris Paul C Dwight Howard",NA,"Greg Monroe","PF","46.26%",37.25
5,956765181,"sasmallen (3/8)",0,345,"PF Serge Ibaka G DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Alex Len SF T.J. Warren PG Chris Paul C Dwight Howard",NA,"Kemba Walker","G","38.84%",27.75
5,956765191,"sasmallen (7/8)",0,345,"PF Serge Ibaka G DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Alex Len SF T.J. Warren PG Chris Paul C Dwight Howard",NA,"Eric Gordon","G","38.51%",20.5
8,955902668,"Tampa56 (1/2)",0,344.75,"F Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PF T.J. Warren G Tyler Ulis PG Chris Paul UTIL Dwight Howard SF Michael Kidd-Gilchrist",NA,"Dwight Howard","C","37.12%",55.5
9,955951350,"fq9228",0,344.25,"F DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker SF Michael Kidd-Gilchrist",NA,"Trevor Ariza","SF","36.61%",24
9,956063523,"Elguapo261 (3/4)",0,344.25,"SF DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Kyle Lowry","PG","35.76%",28
9,956117252,"FalconerFrenzy (1/20)",0,344.25,"SF DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Jonas Valanciunas","C","32.19%",37.25
9,956122030,"FalconerFrenzy (14/20)",0,344.25,"SF DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Michael Kidd-Gilchrist","F","31.75%",38.25
9,956334451,"jemp2323 (2/10)",0,344.25,"SF DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"T.J. Warren","SF","31.34%",21.75
9,956735594,"SleepyW (1/3)",0,344.25,"SF DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"Jeremy Lamb","SF","23.41%",9.75
9,956759315,"NHofacker15 (17/20)",0,344.25,"SF DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Clint Capela","UTIL","22.72%",31.75
16,956674511,"chadfu23 (1/4)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Alex Len","C","20.74%",31.5
16,956680286,"chadfu23 (3/4)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Marvin Williams","PF","20.05%",10.25
18,955688505,"Allou22 (3/4)",0,338,"PF Serge Ibaka SF DeMar DeRozan F Greg Monroe PG Mike James G Tyler Ulis SG Chris Paul C Dwight Howard UTIL Clint Capela",NA,"Mike James","UTIL","20.01%",21.5
19,955995512,"shaptown88 (5/20)",0,337.5,"SF DeMar DeRozan F Greg Monroe UTIL Jonas Valanciunas PF Alex Len G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker",NA,"Ryan Anderson","F","16.63%",16.25
19,956735870,"SleepyW (3/3)",0,337.5,"SF DeMar DeRozan F Greg Monroe C Jonas Valanciunas PF Alex Len PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker",NA,"C.J. Miles","F","15.91%",8.75
21,956031286,"shelly6504 (1/2)",0,336.25,"PF Serge Ibaka SG DeMar DeRozan G Mike James F Alex Len PG Chris Paul UTIL Dwight Howard SF Michael Kidd-Gilchrist C Clint Capela",NA,"Frank Kaminsky","F","13.48%",8
21,956182518,"bigsed56 (1/2)",0,336.25,"PF Serge Ibaka SG DeMar DeRozan G Mike James F Alex Len PG Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist UTIL Clint Capela",NA,"Marquese Chriss","UTIL","13.30%",5.75
21,956458982,"dwrighta11",0,336.25,"F Serge Ibaka G DeMar DeRozan PG Mike James PF Alex Len SG Chris Paul UTIL Dwight Howard SF Michael Kidd-Gilchrist C Clint Capela",NA,"Josh Jackson","G","12.23%",2.75
24,955972257,"Ridesnow12",0,335.75,"PG Kyle Lowry F DeMar DeRozan PF Greg Monroe SG Troy Daniels G Mike James UTIL Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"P.J. Tucker","F","9.51%",12
25,956585090,"crizzoman1",0,335,"F Serge Ibaka SF DeMar DeRozan PF Greg Monroe PG Mike James C Jonas Valanciunas SG Chris Paul UTIL Dwight Howard G Nicolas Batum",NA,"Fred VanVleet","G","8.71%",13
25,956746060,"jayman2 (1/2)",0,335,"PF Serge Ibaka SG DeMar DeRozan UTIL Jonas Valanciunas PG Chris Paul C Dwight Howard G Eric Gordon F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Tyler Ulis","G","7.56%",34.25
27,955950531,"VnXsL (6/20)",0,334.75,"PG Kyle Lowry PF Serge Ibaka F DeMar DeRozan SG Troy Daniels UTIL Nene Hilario G Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Tyson Chandler","C","6.81%",0
28,956582697,"aclimbingnerd (16/20)",0,334.5,"PF Serge Ibaka SF DeMar DeRozan UTIL Greg Monroe PG Tyler Ulis SG Chris Paul F Trevor Ariza C Dwight Howard G Nicolas Batum",NA,"OG Anunoby","F","5.99%",12
29,956677935,"sonogong42 (7/10)",0,334.25,"PG Kyle Lowry PF Serge Ibaka UTIL DeMar DeRozan SG Troy Daniels F Dragan Bender G Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Nicolas Batum","F","5.85%",25.75
30,956456674,"Porschecruiser (2/2)",0,333.25,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe PG Chris Paul SF Trevor Ariza C Dwight Howard G Eric Gordon UTIL Michael Kidd-Gilchrist",NA,"Jakob Poeltl","C","5.07%",12.5
31,956676934,"sonogong42 (6/10)",0,332.75,"PG Kyle Lowry PF Serge Ibaka UTIL DeMar DeRozan SG Troy Daniels F OG Anunoby G Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Luc Richard Mbah a Moute","F","4.49%",4.75
32,956697328,"Houstonhammer (8/10)",0,332.25,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe C Jonas Valanciunas PG Chris Paul SF Trevor Ariza UTIL Dwight Howard G Eric Gordon",NA,"Treveon Graham","UTIL","4.01%",8.75
32,956756204,"lucastillo (1/16)",0,332.25,"F Serge Ibaka SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas PG Chris Paul SF Trevor Ariza C Dwight Howard G Eric Gordon",NA,"Norman Powell","G","2.68%",2.25
34,956231653,"irishfanscs",0,331.75,"PF Serge Ibaka UTIL Greg Monroe G Troy Daniels F Pascal Siakam SG Chris Paul C Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"Troy Daniels","UTIL","2.54%",41.25
35,956334452,"jemp2323 (3/10)",0,331.5,"SF DeMar DeRozan PF Greg Monroe PG Mike James C Jonas Valanciunas SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"Pascal Siakam","PF","2.13%",11
35,956759311,"NHofacker15 (13/20)",0,331.5,"SF DeMar DeRozan PF Greg Monroe G Mike James UTIL Jonas Valanciunas SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Nene Hilario","UTIL","1.74%",14
37,956741578,"fattz409GTOWN (1/2)",0,330.75,"F Serge Ibaka UTIL DeMar DeRozan PF Greg Monroe G Mike James PG Chris Paul C Dwight Howard SG Eric Gordon SF Michael Kidd-Gilchrist",NA,"Dragan Bender","F","1.35%",13.5
37,956741610,"fattz409GTOWN (2/2)",0,330.75,"F Serge Ibaka UTIL DeMar DeRozan PF Greg Monroe G Mike James PG Chris Paul C Dwight Howard SG Eric Gordon SF Michael Kidd-Gilchrist",NA,"Michael Carter-Williams","PG","1.28%",10.75
39,956418599,"pcola850",0,330.5,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Nene Hilario G Chris Paul C Dwight Howard PG Kemba Walker SF Michael Kidd-Gilchrist",NA,"Dwayne Bacon","UTIL","0.69%",1
40,956051719,"regulator84",0,330,"PG Kyle Lowry F Serge Ibaka SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas C Alex Len G Chris Paul SF Michael Kidd-Gilchrist",NA,"Jared Dudley","PF","0.63%",0
41,956046131,"mgabes (10/20)",0,329.75,"SF DeMar DeRozan PF Greg Monroe SG Troy Daniels F T.J. Warren PG Tyler Ulis G Chris Paul C Dwight Howard UTIL Nicolas Batum",NA,"Tarik Black","F","0.48%",0
42,956707644,"chomytj00 (4/20)",0,329.5,"F C.J. Miles PF Serge Ibaka G Troy Daniels UTIL Jonas Valanciunas SG Chris Paul C Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"Johnny O'Bryant III","UTIL","0.45%",1.25
43,956537274,"Hawkman96 (3/4)",0,329.25,"SF DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Jonas Valanciunas PG Chris Paul C Dwight Howard PF Ryan Anderson G Kemba Walker",NA,"Malik Monk","G","0.34%",7
44,956002061,"Cols04",0,328.5,"PG Kyle Lowry PF Serge Ibaka UTIL DeMar DeRozan F Greg Monroe SG Troy Daniels G Chris Paul C Dwight Howard SF Treveon Graham",NA,"Marcus Paige","PG","0.15%",0
44,956432797,"golfhack2345 (1/4)",0,328.5,"PG Kyle Lowry F Serge Ibaka PF Greg Monroe UTIL Jonas Valanciunas G Chris Paul C Dwight Howard SG Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Brandon Knight","SG","0.14%",0
44,956743025,"ThePaintProfessors",0,328.5,"F DeMar DeRozan PF Greg Monroe G Mike James PG Tyler Ulis SG Chris Paul C Dwight Howard UTIL Kemba Walker SF Michael Kidd-Gilchrist",NA,"Demetrius Jackson","G","0.12%",0
47,956014932,"Porkyridge1 (1/2)",0,328.25,"SF C.J. Miles PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Troy Daniels PG Chris Paul C Dwight Howard G Kemba Walker",NA,"Danuel House","F","0.11%",4.75
48,956175659,"JoeFizzlee (3/7)",0,328,"SG DeMar DeRozan F Greg Monroe UTIL Jonas Valanciunas PF T.J. Warren PG Chris Paul G Trevor Ariza C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Julyan Stone","UTIL","0.08%",0
48,956366882,"antmanwun (4/20)",0,328,"F Serge Ibaka SF DeMar DeRozan C Greg Monroe G Mike James PF T.J. Warren PG Tyler Ulis SG Chris Paul UTIL Dwight Howard",NA,"Lorenzo Brown","UTIL","0.06%",0
48,956500209,"bystorm80 (14/20)",0,328,"F Serge Ibaka UTIL DeMar DeRozan PF Greg Monroe G Mike James SF T.J. Warren PG Tyler Ulis SG Chris Paul C Dwight Howard",NA,"Alfonzo McKinnie","F","0.04%",0
48,956691234,"Jovan914 (18/20)",0,328,"PF Serge Ibaka SF DeMar DeRozan C Greg Monroe PG Mike James F T.J. Warren G Tyler Ulis SG Chris Paul UTIL Dwight Howard",NA,"Troy Williams","UTIL","0.03%",0
48,956694918,"GreggShew (8/20)",0,328,"PF Serge Ibaka SF DeMar DeRozan F Greg Monroe PG Mike James UTIL T.J. Warren G Tyler Ulis SG Chris Paul C Dwight Howard",NA,"Bobby Brown","G","0.03%",0
48,956740941,"cwgolf2009 (10/20)",0,328,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe PG Mike James SF T.J. Warren G Tyler Ulis UTIL Chris Paul C Dwight Howard",NA,"Alec Peters","F","0.01%",0
54,956566353,"A_BrU1n (16/20)",0,327,"SF DeMar DeRozan UTIL Greg Monroe SG Troy Daniels PF Alex Len F T.J. Warren PG Chris Paul C Dwight Howard G Nicolas Batum",NA,"Devin Booker","SG","0.01%",0
55,956128098,"tnsportsfan80",0,326.5,"F Serge Ibaka SF DeMar DeRozan PF Greg Monroe UTIL Alex Len PG Chris Paul G Trevor Ariza C Dwight Howard SG Eric Gordon",NA,"Chinanu Onuaku","C","0.01%",0
56,955875831,"ruligo1971 (3/5)",0,326.25,"PF Serge Ibaka G DeMar DeRozan PG Mike James UTIL Alex Len F T.J. Warren SG Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Zhou Qi","F","0.01%",1.25
56,956080668,"middled20005 (2/2)",0,326.25,"SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas PG Chris Paul C Dwight Howard F Ryan Anderson G Kemba Walker SF Michael Kidd-Gilchrist",NA,"Malcolm Miller","F","0.01%",0
