"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"SF/PF","Andrew Wiggins",6100,"PHO@MIN 12/16/2017 08:00PM ET",29.388,"MIN","PHO",0,30.9,23.25
"SF/PF","James Johnson",6000,"LAC@MIA 12/16/2017 08:00PM ET",26.894,"MIA","LAC",0,32.4,7.75
"SF/PF","Rudy Gay",5900,"DAL@SA 12/16/2017 08:30PM ET",25.106,"SA","DAL",0,27,16.5
"PG/SG","Austin Rivers",5800,"LAC@MIA 12/16/2017 08:00PM ET",25.76,"LAC","MIA",0,0,0
"SF/PF","Danilo Gallinari",5800,"LAC@MIA 12/16/2017 08:00PM ET",24.591,"LAC","MIA",0,0,0
"SG/SF","Courtney Lee",5700,"OKC@NY 12/16/2017 07:30PM ET",25.045,"NY","OKC",0,0,0
"SF/PF","Jayson Tatum",5700,"BOS@MEM 12/16/2017 09:00PM ET",26.575,"BOS","MEM",0,24.1,40.75
"SG/SF","Nicolas Batum",5700,"POR@CHA 12/16/2017 07:00PM ET",24.288,"CHA","POR",0,28,38
"PG/SG","JJ Barea",5700,"DAL@SA 12/16/2017 08:30PM ET",25.379,"DAL","SA",0,26.9,0
"SG/SF","Jaylen Brown",5600,"BOS@MEM 12/16/2017 09:00PM ET",27.009,"BOS","MEM",0,25.4,21.25
"PF/C","Pau Gasol",5500,"DAL@SA 12/16/2017 08:30PM ET",28.306,"SA","DAL",0,23.9,2.75
"SG/SF","Dion Waiters",5400,"LAC@MIA 12/16/2017 08:00PM ET",24.88,"MIA","LAC",0,29,28
"PF/C","Derrick Favors",5300,"UTA@CLE 12/16/2017 07:30PM ET",26.179,"UTA","CLE",0,0,0
"SG/SF","Rodney Hood",5300,"UTA@CLE 12/16/2017 07:30PM ET",25.908,"UTA","CLE",0,25.5,19.75
"PF/C","Greg Monroe",5300,"PHO@MIN 12/16/2017 08:00PM ET",23.103,"PHO","MIN",0,23.8,0
"SF/PF","Jabari Parker",5200,"MIL@HOU 12/16/2017 08:00PM ET",0,"MIL","HOU",0,0,0
"PG/SF","Kyle Anderson",5200,"DAL@SA 12/16/2017 08:30PM ET",24.489,"SA","DAL",0,0,0
"PG/SG","Dwyane Wade",5100,"UTA@CLE 12/16/2017 07:30PM ET",24.5,"CLE","UTA",0,22.2,22.5
"SG/SF","Marcus Smart",5100,"BOS@MEM 12/16/2017 09:00PM ET",24.393,"BOS","MEM",0,24.9,22
"PG","Ricky Rubio",5000,"UTA@CLE 12/16/2017 07:30PM ET",26.352,"UTA","CLE",0,27.2,18.5
"SF/PF","Al-Farouq Aminu",5000,"POR@CHA 12/16/2017 07:00PM ET",22.967,"POR","CHA",0,24.2,9.25
"SG/SF","Jeremy Lamb",5000,"POR@CHA 12/16/2017 07:00PM ET",27.077,"CHA","POR",0,21.4,20
"SG/SF","Danny Green",5000,"DAL@SA 12/16/2017 08:30PM ET",21.683,"SA","DAL",0,0,0
"PG/SG","Dennis Smith",5000,"DAL@SA 12/16/2017 08:30PM ET",26.967,"DAL","SA",0,0,0
"PF/C","Kelly Olynyk",4900,"LAC@MIA 12/16/2017 08:00PM ET",20.667,"MIA","LAC",0,25.8,33.25
"SG/SF","Joe Ingles",4800,"UTA@CLE 12/16/2017 07:30PM ET",24.696,"UTA","CLE",0,25.6,31
"SG/SF","Trevor Ariza",4800,"MIL@HOU 12/16/2017 08:00PM ET",24.406,"HOU","MIL",0,25.6,24.25
"PG/SG","Yogi Ferrell",4800,"DAL@SA 12/16/2017 08:30PM ET",18.25,"DAL","SA",0,20.8,43.75
"SG","Eric Gordon",4700,"MIL@HOU 12/16/2017 08:00PM ET",27.406,"HOU","MIL",0,25.5,18.75
"PG/SG","Milos Teodosic",4700,"LAC@MIA 12/16/2017 08:00PM ET",19,"LAC","MIA",0,24.9,28.5
"SG/SF","Wesley Matthews",4700,"DAL@SA 12/16/2017 08:30PM ET",23.052,"DAL","SA",0,22.7,22
"PG/SG","Alec Burks",4600,"UTA@CLE 12/16/2017 07:30PM ET",18.824,"UTA","CLE",0,18.3,8.75
"SF/PF","Marcus Morris",4600,"BOS@MEM 12/16/2017 09:00PM ET",23.281,"BOS","MEM",0,0,0
"SF","Michael Kidd-Gilchrist",4600,"POR@CHA 12/16/2017 07:00PM ET",20.31,"CHA","POR",0,20.4,21
"PF/C","Alex Len",4600,"PHO@MIN 12/16/2017 08:00PM ET",23.87,"PHO","MIN",0,0,50.25
"PF/C","Dirk Nowitzki",4600,"DAL@SA 12/16/2017 08:30PM ET",23.009,"DAL","SA",0,22.3,27.5
"PG","Jarrett Jack",4500,"OKC@NY 12/16/2017 07:30PM ET",19.933,"NY","OKC",0,0,0
"SF/PF","JaMychal Green",4500,"BOS@MEM 12/16/2017 09:00PM ET",20.625,"MEM","BOS",0,23.8,15.5
"SF/PF","Marvin Williams",4500,"POR@CHA 12/16/2017 07:00PM ET",19.639,"CHA","POR",0,21.4,15.5
"PG/SG","Malcolm Brogdon",4500,"MIL@HOU 12/16/2017 08:00PM ET",24.15,"MIL","HOU",0,23.8,34.5
"C","John Henson",4500,"MIL@HOU 12/16/2017 08:00PM ET",21.46,"MIL","HOU",0,23,17.5
"SG/SF","Josh Richardson",4500,"LAC@MIA 12/16/2017 08:00PM ET",20.12,"MIA","LAC",0,22.4,44.75
"PG","Patty Mills",4500,"DAL@SA 12/16/2017 08:30PM ET",19.902,"SA","DAL",0,18.3,0
"PG/SG","Frank Ntilikina",4400,"OKC@NY 12/16/2017 07:30PM ET",16.12,"NY","OKC",0,0,0
"PG/SG","Terry Rozier",4400,"BOS@MEM 12/16/2017 09:00PM ET",20.458,"BOS","MEM",0,17.4,21
"PG/SG","Andrew Harrison",4400,"BOS@MEM 12/16/2017 09:00PM ET",14.284,"MEM","BOS",0,19.3,9
"PG/SG","Tyler Johnson",4400,"LAC@MIA 12/16/2017 08:00PM ET",20.8,"MIA","LAC",0,22.3,13.5
"C","Tyson Chandler",4400,"PHO@MIN 12/16/2017 08:00PM ET",22.869,"PHO","MIN",0,23,13.5
"PG","Dejounte Murray",4400,"DAL@SA 12/16/2017 08:30PM ET",17.25,"SA","DAL",0,23.9,28.5
"PG","Tony Parker",4400,"DAL@SA 12/16/2017 08:30PM ET",18.857,"SA","DAL",0,0,0
"PG","Tyler Ulis",4300,"PHO@MIN 12/16/2017 08:00PM ET",18.405,"PHO","MIN",0,23.6,6.75
"PG","Mike James",4300,"PHO@MIN 12/16/2017 08:00PM ET",22.083,"PHO","MIN",0,20.8,0
"PF/C","Kyle O'Quinn",4200,"OKC@NY 12/16/2017 07:30PM ET",19.143,"NY","OKC",0,0,0
"PF/C","Ryan Anderson",4200,"MIL@HOU 12/16/2017 08:00PM ET",21.63,"HOU","MIL",0,24.2,12.5
"PF/C","Bam Adebayo",4200,"LAC@MIA 12/16/2017 08:00PM ET",14.264,"MIA","LAC",0,19.2,17.75
"SF/PF","Jeff Green",4100,"UTA@CLE 12/16/2017 07:30PM ET",18.957,"CLE","UTA",0,18.9,19.25
"SF/PF","Michael Beasley",4100,"OKC@NY 12/16/2017 07:30PM ET",14.67,"NY","OKC",0,0,0
"C","Aron Baynes",4100,"BOS@MEM 12/16/2017 09:00PM ET",15.475,"BOS","MEM",0,13.6,20
"SG/SF","Wesley Johnson",4100,"LAC@MIA 12/16/2017 08:00PM ET",17.433,"LAC","MIA",0,14.4,10.25
"SG","Troy Daniels",4100,"PHO@MIN 12/16/2017 08:00PM ET",10.992,"PHO","MIN",0,18.7,19.25
"SG/SF","Manu Ginobili",4100,"DAL@SA 12/16/2017 08:30PM ET",15.946,"SA","DAL",0,15.3,24.75
"SG/SF","JR Smith",4000,"UTA@CLE 12/16/2017 07:30PM ET",18.086,"CLE","UTA",0,18.3,13.25
"PF/C","Ed Davis",4000,"POR@CHA 12/16/2017 07:00PM ET",15.731,"POR","CHA",0,10.6,16.75
"PG/SG","Seth Curry",4000,"DAL@SA 12/16/2017 08:30PM ET",0,"DAL","SA",0,0,0
"SF/PF","Doug McDermott",3900,"OKC@NY 12/16/2017 07:30PM ET",15.116,"NY","OKC",0,0,0
"PG","Mario Chalmers",3900,"BOS@MEM 12/16/2017 09:00PM ET",18.222,"MEM","BOS",0,18.8,11
"SF/PF","Chandler Parsons",3900,"BOS@MEM 12/16/2017 09:00PM ET",18,"MEM","BOS",0,0,0
"PF/C","Frank Kaminsky",3900,"POR@CHA 12/16/2017 07:00PM ET",18.771,"CHA","POR",0,17,12
"SF/PF","Justise Winslow",3900,"LAC@MIA 12/16/2017 08:00PM ET",18,"MIA","LAC",0,0,0
"PG/SG","Bryn Forbes",3900,"DAL@SA 12/16/2017 08:30PM ET",11.148,"SA","DAL",0,17.2,14
"SG","Brandon Paul",3900,"DAL@SA 12/16/2017 08:30PM ET",8.433,"SA","DAL",0,17,4.25
"SG/SF","Andre Roberson",3800,"OKC@NY 12/16/2017 07:30PM ET",15.15,"OKC","NY",0,16.4,16.25
"C","Cody Zeller",3800,"POR@CHA 12/16/2017 07:00PM ET",17.882,"CHA","POR",0,0,0
"SG/SF","Evan Turner",3800,"POR@CHA 12/16/2017 07:00PM ET",17.287,"POR","CHA",0,17.3,19.25
"SG/SF","Wayne Ellington",3800,"LAC@MIA 12/16/2017 08:00PM ET",15.574,"MIA","LAC",0,17.7,15.75
"PF/C","Gorgui Dieng",3800,"PHO@MIN 12/16/2017 08:00PM ET",16.192,"MIN","PHO",0,17.2,8
"PF/C","Marquese Chriss",3800,"PHO@MIN 12/16/2017 08:00PM ET",17.033,"PHO","MIN",0,18.7,7.5
"SG/SF","Josh Jackson",3800,"PHO@MIN 12/16/2017 08:00PM ET",16.908,"PHO","MIN",0,20,24
"SF/PF","Davis Bertans",3800,"DAL@SA 12/16/2017 08:30PM ET",8.25,"SA","DAL",0,12.5,25.75
"SG/SF","Kyle Korver",3700,"UTA@CLE 12/16/2017 07:30PM ET",17.319,"CLE","UTA",0,14.1,18
"SG/SF","Dillon Brooks",3700,"BOS@MEM 12/16/2017 09:00PM ET",15.786,"MEM","BOS",0,14.3,18.75
"SF/PF","PJ Tucker",3700,"MIL@HOU 12/16/2017 08:00PM ET",17.712,"HOU","MIL",0,21.5,30
"SG/SF","Tony Snell",3700,"MIL@HOU 12/16/2017 08:00PM ET",16.141,"MIL","HOU",0,0,0
"SF/PF","Sam Dekker",3700,"LAC@MIA 12/16/2017 08:00PM ET",8.568,"LAC","MIA",0,17.1,7.75
"PF/C","Dwight Powell",3700,"DAL@SA 12/16/2017 08:30PM ET",16.366,"DAL","SA",0,16.1,13.25
"PG","Jose Calderon",3600,"UTA@CLE 12/16/2017 07:30PM ET",10.188,"CLE","UTA",0,12.4,14.5
"PG","Derrick Rose",3600,"UTA@CLE 12/16/2017 07:30PM ET",19.786,"CLE","UTA",0,0,0
"SG/SF","Joe Johnson",3600,"UTA@CLE 12/16/2017 07:30PM ET",11.656,"UTA","CLE",0,16.3,13.75
"SG/SF","Thabo Sefolosha",3600,"UTA@CLE 12/16/2017 07:30PM ET",17.648,"UTA","CLE",0,10.7,21.25
"SF/PF","Jae Crowder",3600,"UTA@CLE 12/16/2017 07:30PM ET",15.871,"CLE","UTA",0,15.8,17.25
"PF/C","Tristan Thompson",3600,"UTA@CLE 12/16/2017 07:30PM ET",12.25,"CLE","UTA",0,0,10.5
"SG/SF","Alex Abrines",3600,"OKC@NY 12/16/2017 07:30PM ET",9.78,"OKC","NY",0,10.7,3.25
"PF/C","Zach Collins",3600,"POR@CHA 12/16/2017 07:00PM ET",6,"POR","CHA",0,12.6,15.5
"PF/C","Meyers Leonard",3600,"POR@CHA 12/16/2017 07:00PM ET",11.091,"POR","CHA",0,0,0
"PF/C","Thon Maker",3600,"MIL@HOU 12/16/2017 08:00PM ET",12.337,"MIL","HOU",0,13.6,9.5
"PF/C","Montrezl Harrell",3600,"LAC@MIA 12/16/2017 08:00PM ET",12.375,"LAC","MIA",0,14.5,21.5
"SG","Jamal Crawford",3600,"PHO@MIN 12/16/2017 08:00PM ET",14.655,"MIN","PHO",0,15.3,12
"PF","Jared Dudley",3600,"PHO@MIN 12/16/2017 08:00PM ET",12.354,"PHO","MIN",0,0,0
"PG/SG","Devin Harris",3600,"DAL@SA 12/16/2017 08:30PM ET",16.772,"DAL","SA",0,17.3,4.75
"PF","Maxi Kleber",3600,"DAL@SA 12/16/2017 08:30PM ET",11.793,"DAL","SA",0,17.9,32.25
"PG/SG","Iman Shumpert",3500,"UTA@CLE 12/16/2017 07:30PM ET",12.192,"CLE","UTA",0,0,0
"SF/PF","Jonas Jerebko",3500,"UTA@CLE 12/16/2017 07:30PM ET",13.413,"UTA","CLE",0,19.5,13.75
"PF/C","Guillermo Hernangomez",3500,"OKC@NY 12/16/2017 07:30PM ET",12.339,"NY","OKC",0,0,0
"SF/PF","Jerami Grant",3500,"OKC@NY 12/16/2017 07:30PM ET",16.971,"OKC","NY",0,15.6,17.5
"PF/C","Daniel Theis",3500,"BOS@MEM 12/16/2017 09:00PM ET",12.107,"BOS","MEM",0,11,14.75
"PF/C","Noah Vonleh",3500,"POR@CHA 12/16/2017 07:00PM ET",15.75,"POR","CHA",0,0,5.5
"PG/SG","Shabazz Napier",3500,"POR@CHA 12/16/2017 07:00PM ET",13.636,"POR","CHA",0,13.4,13
"PG/SG","Tyus Jones",3500,"PHO@MIN 12/16/2017 08:00PM ET",12.44,"MIN","PHO",0,11.4,18.5
"SF/PF","Nemanja Bjelica",3500,"PHO@MIN 12/16/2017 08:00PM ET",13.514,"MIN","PHO",0,0,0
"SG/SF","Shabazz Muhammad",3500,"PHO@MIN 12/16/2017 08:00PM ET",7.25,"MIN","PHO",0,0,0
"PG","Raul Neto",3400,"UTA@CLE 12/16/2017 07:30PM ET",9.847,"UTA","CLE",0,0,0
"PF/C","Patrick Patterson",3400,"OKC@NY 12/16/2017 07:30PM ET",7.481,"OKC","NY",0,8.8,28.25
"SG/SF","Damyean Dotson",3400,"OKC@NY 12/16/2017 07:30PM ET",5.765,"NY","OKC",0,0,0
"SG/SF","James Ennis III",3400,"BOS@MEM 12/16/2017 09:00PM ET",14.685,"MEM","BOS",0,11.8,0
"SG/SF","Ben McLemore",3400,"BOS@MEM 12/16/2017 09:00PM ET",12.882,"MEM","BOS",0,12.3,2
"SG/SF","Semi Ojeleye",3400,"BOS@MEM 12/16/2017 09:00PM ET",6.319,"BOS","MEM",0,7.4,0
"PG","Shane Larkin",3400,"BOS@MEM 12/16/2017 09:00PM ET",8.036,"BOS","MEM",0,8.8,3.5
"SF/PF","Maurice Harkless",3400,"POR@CHA 12/16/2017 07:00PM ET",12.85,"POR","CHA",0,0,0
"SG/SF","Pat Connaughton",3400,"POR@CHA 12/16/2017 07:00PM ET",11.676,"POR","CHA",0,12.1,8
"PG/SG","Malik Monk",3400,"POR@CHA 12/16/2017 07:00PM ET",11.698,"CHA","POR",0,0,0
"PG","Michael Carter-Williams",3400,"POR@CHA 12/16/2017 07:00PM ET",14.047,"CHA","POR",0,12,11.75
"SF/PF","Dragan Bender",3400,"PHO@MIN 12/16/2017 08:00PM ET",12.525,"PHO","MIN",0,12.6,27
"PG/SG","Ron Baker",3300,"OKC@NY 12/16/2017 07:30PM ET",10.925,"NY","OKC",0,0,0
"C","Joakim Noah",3300,"OKC@NY 12/16/2017 07:30PM ET",9.625,"NY","OKC",0,0,0
"PF","Caleb Swanigan",3300,"POR@CHA 12/16/2017 07:00PM ET",7.607,"POR","CHA",0,0,0
"C","Nene Hilario",3300,"MIL@HOU 12/16/2017 08:00PM ET",14.184,"HOU","MIL",0,15.5,26.5
"PG/SF","DeAndre Liggins",3300,"MIL@HOU 12/16/2017 08:00PM ET",7.707,"MIL","HOU",0,12.1,11.5
"PF/C","Channing Frye",3200,"UTA@CLE 12/16/2017 07:30PM ET",9.556,"CLE","UTA",0,8.9,6.5
"SF/PF","Lance Thomas",3200,"OKC@NY 12/16/2017 07:30PM ET",8.61,"NY","OKC",0,0,0
"PF/C","Jarell Martin",3200,"BOS@MEM 12/16/2017 09:00PM ET",10.75,"MEM","BOS",0,7.5,23
"SG/SF","Dwayne Bacon",3200,"POR@CHA 12/16/2017 07:00PM ET",9.587,"CHA","POR",0,0,0
"SF/PF","Luc Richard Mbah a Moute",3200,"MIL@HOU 12/16/2017 08:00PM ET",15.948,"HOU","MIL",0,0,0
"PG/SG","Matthew Dellavedova",3200,"MIL@HOU 12/16/2017 08:00PM ET",12.962,"MIL","HOU",0,0,0
"SF/PF","Mirza Teletovic",3200,"MIL@HOU 12/16/2017 08:00PM ET",13.175,"MIL","HOU",0,0,0
"PG","Jawun Evans",3200,"LAC@MIA 12/16/2017 08:00PM ET",9.776,"LAC","MIA",0,15.9,12
"PG/SG","Raymond Felton",3100,"OKC@NY 12/16/2017 07:30PM ET",13.722,"OKC","NY",0,12.8,14.75
"PG","Ramon Sessions",3100,"OKC@NY 12/16/2017 07:30PM ET",11.4,"NY","OKC",0,0,0
"SG","Gary Payton II",3100,"MIL@HOU 12/16/2017 08:00PM ET",5.8,"MIL","HOU",0,0,9.5
"PG","Bobby Brown",3100,"MIL@HOU 12/16/2017 08:00PM ET",4.132,"HOU","MIL",0,0,0
"SG","Sindarius Thornwell",3100,"LAC@MIA 12/16/2017 08:00PM ET",8.442,"LAC","MIA",0,8.7,4.25
"PF/C","Ekpe Udoh",3000,"UTA@CLE 12/16/2017 07:30PM ET",10.82,"UTA","CLE",0,20.6,40.25
"SF","Royce O'Neale",3000,"UTA@CLE 12/16/2017 07:30PM ET",6.714,"UTA","CLE",0,0,19.5
"SG/SF","Cedi Osman",3000,"UTA@CLE 12/16/2017 07:30PM ET",5.013,"CLE","UTA",0,0,17.5
"PF/C","Ante Zizic",3000,"UTA@CLE 12/16/2017 07:30PM ET",3.775,"CLE","UTA",0,0,0
"SG/SF","John Holland",3000,"UTA@CLE 12/16/2017 07:30PM ET",1.833,"CLE","UTA",0,0,0
"C","Tony Bradley",3000,"UTA@CLE 12/16/2017 07:30PM ET",1.938,"UTA","CLE",0,0,0
"PG","Nate Wolters",3000,"UTA@CLE 12/16/2017 07:30PM ET",1,"UTA","CLE",0,0,0
"PG/SG","Dante Exum",3000,"UTA@CLE 12/16/2017 07:30PM ET",0,"UTA","CLE",0,0,0
"PG","London Perrantes",3000,"UTA@CLE 12/16/2017 07:30PM ET",0,"CLE","UTA",0,0,0
"SF/PF","Eric Griffin",3000,"UTA@CLE 12/16/2017 07:30PM ET",0,"UTA","CLE",0,0,0
"SF/PF","Josh Huestis",3000,"OKC@NY 12/16/2017 07:30PM ET",6.512,"OKC","NY",0,10.9,2.25
"C","Dakari Johnson",3000,"OKC@NY 12/16/2017 07:30PM ET",5.313,"OKC","NY",0,13.9,10.25
"SG/SF","Terrance Ferguson",3000,"OKC@NY 12/16/2017 07:30PM ET",2.441,"OKC","NY",0,0,0
"PG/SG","PJ Dozier",3000,"OKC@NY 12/16/2017 07:30PM ET",0,"OKC","NY",0,0,0
"SF","Daniel Hamilton",3000,"OKC@NY 12/16/2017 07:30PM ET",0,"OKC","NY",0,0,0
"SG/SF","Kyle Singler",3000,"OKC@NY 12/16/2017 07:30PM ET",4.25,"OKC","NY",0,0,0
"PF/C","Nick Collison",3000,"OKC@NY 12/16/2017 07:30PM ET",3.583,"OKC","NY",0,0,4.25
"PF","Luke Kornet",3000,"OKC@NY 12/16/2017 07:30PM ET",0,"NY","OKC",0,0,0
"PF","Isaiah Hicks",3000,"OKC@NY 12/16/2017 07:30PM ET",0,"NY","OKC",0,0,0
"PF/C","Brandan Wright",3000,"BOS@MEM 12/16/2017 09:00PM ET",13.234,"MEM","BOS",0,0,0
"PF/C","Deyonta Davis",3000,"BOS@MEM 12/16/2017 09:00PM ET",10.233,"MEM","BOS",0,10.5,9.5
"PF","Abdel Nader",3000,"BOS@MEM 12/16/2017 09:00PM ET",4.212,"BOS","MEM",0,0,0
"PF/C","Guerschon Yabusele",3000,"BOS@MEM 12/16/2017 09:00PM ET",4.861,"BOS","MEM",0,0,0
"PG/SG","Wayne Selden",3000,"BOS@MEM 12/16/2017 09:00PM ET",8.25,"MEM","BOS",0,0,0
"SG/SF","Gordon Hayward",3000,"BOS@MEM 12/16/2017 09:00PM ET",3.25,"BOS","MEM",0,0,0
"SG","Kobi Simmons",3000,"BOS@MEM 12/16/2017 09:00PM ET",2,"MEM","BOS",0,0,4.5
"SG","Jabari Bird",3000,"BOS@MEM 12/16/2017 09:00PM ET",3.667,"BOS","MEM",0,0,0
"PF/C","Ivan Rabb",3000,"BOS@MEM 12/16/2017 09:00PM ET",0.75,"MEM","BOS",0,0,0
"PF","Vince Hunter",3000,"BOS@MEM 12/16/2017 09:00PM ET",3,"MEM","BOS",0,0,0
"SG","Kadeem Allen",3000,"BOS@MEM 12/16/2017 09:00PM ET",3,"BOS","MEM",0,0,0
"SG/SF","Treveon Graham",3000,"POR@CHA 12/16/2017 07:00PM ET",11.324,"CHA","POR",0,6.3,3
"PF/C","Johnny O'Bryant III",3000,"POR@CHA 12/16/2017 07:00PM ET",8.5,"CHA","POR",0,0,0
"SF/PF","Jake Layman",3000,"POR@CHA 12/16/2017 07:00PM ET",3.692,"POR","CHA",0,0,0
"PG/SG","Julyan Stone",3000,"POR@CHA 12/16/2017 07:00PM ET",9.625,"CHA","POR",0,0,0
"PG/SG","Wade Baldwin IV",3000,"POR@CHA 12/16/2017 07:00PM ET",0,"POR","CHA",0,0,0
"PF/C","Mangok Mathiang",3000,"POR@CHA 12/16/2017 07:00PM ET",2.5,"CHA","POR",0,0,0
"PG","Marcus Paige",3000,"POR@CHA 12/16/2017 07:00PM ET",2.5,"CHA","POR",0,0,0
"SG/SF","CJ Wilcox",3000,"POR@CHA 12/16/2017 07:00PM ET",0,"POR","CHA",0,0,0
"PF/C","Tarik Black",3000,"MIL@HOU 12/16/2017 08:00PM ET",8.118,"HOU","MIL",0,14,6.75
"PG/SF","Rashad Vaughn",3000,"MIL@HOU 12/16/2017 08:00PM ET",6.538,"MIL","HOU",0,13.2,8
"PG/SG","Jason Terry",3000,"MIL@HOU 12/16/2017 08:00PM ET",5.972,"MIL","HOU",0,0,0
"PF/C","Zhou Qi",3000,"MIL@HOU 12/16/2017 08:00PM ET",3.875,"HOU","MIL",0,0,0
"PF/C","DJ Wilson",3000,"MIL@HOU 12/16/2017 08:00PM ET",1.694,"MIL","HOU",0,0,0
